"tit_projeto" "descricao" "autor_situacao"
"3056" "PROC. 04761/08 - PLL 194/08" "Denomina rua attilio bilibio o logradouro publico cadastrado, conhecido como rua 2706, localizado no bairro jardim carvalho." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3057" "PROC. 04669/08 - PLL 193/08" "Altera a ementa e o art. 1 da lei n. 10352, de 7 de janeiro de 2008, que denomina rua fernando callage o logradouro publico cadastrado, conhecido como passagem quintino - parque moinhos de vento -, localizado no bairro moinhos de vento, alterando para passagem fernando callage a denominacao desse logradouro." "Autor
JOAO CARLOS NEDEL
Situação
PARA ARQUIVAR"
"3058" "PROC. 04593/08 - PLL 197/08" "Oficializa a destinacao de vias publicas para a pratica de atividades desportivas nos finais de semana e feriados e altera a ementa e os arts. 1 e 2 da lei n. 9188, de 1 de agosto de 2003, incluindo vias publicas e corredores de onibus no rol de locais com possibilidade de serem priorizados com a sinalizacao de que trata essa lei." "Autor
MAURICIO DZIEDRICKI
Situação
ARQUIVADO ART 108"
"3059" "PROC. 04590/08 - PLL 191/08" "Denomina rua raul cortez o logradouro nao-cadastrado, conhecido como rua vinte e um - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3060" "PROC. 04589/08 - PLL 190/08" "Denomina rua manoel silveira da rosa o logradouro nao-cadastrado, conhecido como rua quatro - estrada das quirinas -, localizado no bairro lageado." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3061" "PROC. 04472/08 - PLL 189/08" "Denomina rua flor do anturio o logradouro publico nao-cadastrado, conhecido como acesso quatro - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3062" "PROC. 04447/08 - PLL 188/08" "Denomina rua jade o logradouro nao-cadastrado, conhecido como rua dez - estrada das quirinas -, localizado no bairro lageado." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3063" "PROC. 04355/08 - PLL 186/08" "Denomina rua jose milton santos da silva o logradouro publico cadastrado, conhecido como rua 4013 - vila orfanotrofio i -, localizado no bairro santa tereza." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3064" "PROC. 04315/08 - PLL 185/08" "Cria o circuito dos bares, servico de transporte coletivo destinado a percorrer os principais pontos gastronomicos, de lazer e entretenimento do municipio de porto alegre, das 21 (vinte e uma) horas ate as 6 (seis) horas, e da outras providencias." "Autor
MAURO ZACHER
Situação
ARQUIVADO ART 108"
"3065" "PROC. 04257/08 - PLL 184/08" "Denomina rua antonio newton lopes freire barata o logradouro nao-cadastrado, conhecido como beco nove - estrada joao de oliveira remiao -, localizado no bairro lomba do pinheiro." "Autor
MARCIO BINS ELY
Situação
PARA COMPLEMENTACAO DE INSTRUCAO"
"3066" "PROC. 04256/08 - PLL 183/08" "Denomina rua dario gatti cescani o logradouro publico cadastrado, conhecido como rua 1931 - loteamento residencial rubem berta -, localizado no bairro rubem berta." "Autor
MARCIO BINS ELY
Situação
ARQUIVADO"
"3067" "PROC. 04255/08 - PLL 182/08" "Denomina rua rincao das flores o logradouro nao-cadastrado, conhecido como rua tres - estrada das quirinas -, localizado no bairro lageado." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3068" "PROC. 04254/08 - PLL 181/08" "Denomina rua esmeralda o logradouro nao-cadastrado, conhecido como rua dois - estrada das quirinas -, localizado no bairro lageado." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3069" "PROC. 04253/08 - PLL 180/08" "Denomina rua rubi o logradouro nao-cadastrado, conhecido como rua um - estrada das quirinas -, localizado no bairro lageado." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3070" "PROC. 04248/08 - PLL 179/08" "Institui homenagem ao ex-vereador glenio peres mediante a construcao de monumento no largo jornalista glenio peres e da outras providencias." "Autor
JOAO BOSCO VAZ
Situação
ARQUIVADO"
"3071" "PROC. 04240/08 - PLL 178/08" "Altera a ementa e o art. 1 da lei n. 10414, de 10 de abril de 2008 - que denomina rua elvio antonio filipetto o logradouro publico nao-cadastrado, conhecido como avenida 1937, localizado no bairro rubem berta -, alterando para avenida elvio antonio filipetto a denominacao desse logradouro." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3072" "PROC. 04239/08 - PLL 177/08" "Inclui art. 8-a na lei n. 10260, de 28 de setembro de 2007, obrigando o executivo municipal a indenizar proprietario de veiculo que, em uso do estacionamento temporario remunerado, tenha seu veiculo, ou objeto no interior desse, roubado, furtado ou danificado e dando outras providencias." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3073" "PROC. 04207/08 - PLL 176/08" "Concede o titulo honorifico de cidadao emerito de porto alegre ao empresario andre gerdau johannpeter." "Autor
JOAO BOSCO VAZ
Situação
ARQUIVADO"
"3074" "PROC. 04206/08 - PLL 175/08" "Denomina rua paulo autran o logradouro nao-cadastrado, conhecido como rua dez - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3075" "PROC. 04205/08 - PLL 174/08" "Denomina rua nair bello o logradouro publico cadastrado, conhecido como beco 7 - estrada dos batillanas -, localizado no bairro cascata." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3076" "PROC. 04204/08 - PLL 173/08" "Denomina rua luis jose costa (leandro) o logradouro publico cadastrado, conhecido como rua 6024, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3077" "PROC. 04203/08 - PLL 172/08" "Denomina rua rogerio cardoso furtado o logradouro publico cadastrado, conhecido como rua um - vila sao claro -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3078" "PROC. 04158/08 - PLL 171/08" "Denomina rua tilapia o logradouro nao-cadastrado, conhecido como rua quinze - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3079" "PROC. 04157/08 - PLL 170/08" "Denomina rua leopoldo rassier o logradouro nao-cadastrado, conhecido como rua doze - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3080" "PROC. 04152/08 - PLL 169/08" "Denomina rua oriosvaldo gomes da silva o logradouro nao-cadastrado, conhecido como rua oito de marco, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3081" "PROC. 04072/08 - PLL 168/08" "Denomina rua tulipas brancas o logradouro nao-cadastrado, conhecido como rua tulipa - parque das orquideas -, localizado no bairro mario quintana." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3082" "PROC. 04000/08 - PLL 167/08" "Altera o inc. iii do art. 4 da lei n. 10377, de 1 de fevereiro de 2008, determinando que conste em decreto a vigencia do quilometro rodado ii durante as 24 (vinte e quatro) horas dos dias do mes de dezembro." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3083" "PROC. 03993/08 - PLL 166/08" "Oficializa como atividade regular da politica cultural do municipio de porto alegre o projeto usina das artes e da outras providencias." "Autor
JOAO BOSCO VAZ
Situação
ARQUIVADO"
"3084" "PROC. 03962/08 - PLL 165/08" "Institui no municipio de porto alegre o espaco musical cd rua." "Autor
ELIAS VIDAL
Situação
ARQUIVADO ART 108"
"3085" "PROC. 03959/08 - PLL 164/08" "Denomina rua darci ramos o logradouro publico cadastrado, conhecido como rua 4023 - vila orfanotrofio i -, localizado no bairro santa tereza." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3086" "PROC. 03956/08 - PLL 163/08" "Obriga, nos estabelecimentos de saude do municipio de porto alegre, a afixacao de cartazes que informem e incentivem a doacao de orgaos e tecidos e da outras providencias." "Autor
JOAO BOSCO VAZ
Situação
ARQUIVADO"
"3087" "PROC. 03914/08 - PLL 162/08" "Estabelece o tempo maximo de espera para atendimento de clientes nas lojas de operadoras de telefonia celular e da outras providencias." "Autor
PROFESSOR GARCIA
Situação
ARQUIVADO"
"3088" "PROC. 03876/08 - PLL 161/08" "Institui, no municipio de porto alegre, o dia do tenista, a realizar-se anualmente, no dia 9 de junho, e da outras providencias." "Autor
DR. RAUL
Situação
ARQUIVADO"
"3089" "PROC. 03862/08 - PLL 187/08" "Declara os tuneis verdes como areas de uso de especial, com base no art. 51 da lei estadual n. 11520, de 3 de agosto de 2000 - codigo estadual do meio ambiente -, e no art. 86 da lei complementar n. 484, de 1 de dezembro de 1999 - plano diretor de desenvolvimento urbano ambiental -, e em atendimento aos arts. 236, paragrafo 1, v, 242, caput, e..." "Autor
BETO MOESCH
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"3090" "PROC. 03776/08 - PLL 160/08" "Concede o titulo honorifico de cidada de porto alegre a senhora maria cristina laidens sorrentino." "Autor
MAURICIO DZIEDRICKI
Situação
ARQUIVADO"
"3091" "PROC. 03772/08 - PLL 159/08" "Altera a ementa e o ''caput'' do artigo 1 da lei n. 8272, de 8 de janeiro de 1999, que denomina rua lygia tasch rothmann um logradouro publico localizado no bairro jardim itu sabara, alterando a sua denominacao para rua professora lygia." "Autor
NEUZA CANABARRO, CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3092" "PROC. 03741/08 - PLL 158/08" "Obriga os onibus do transporte coletivo de porto alegre a possuirem dispositivo sonoro que possibilite a identificacao de suas linhas ou itinerarios por deficientes visuais e analfabetos." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3093" "PROC. 03739/08 - PLL 157/08" "Inclui paragrafo 3 no art. 3 da lei n. 10260, de 28 de setembro de 2007, que rege o estacionamento temporario de veiculos, mediante pagamento, em vias e logradouros publicos de uso comum, possibilitando a pessoa maior de 65 (sessenta e cinco) anos a exclusao da retribuicao pecuniaria de que trata essa lei." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3094" "PROC. 03719/08 - PLL 156/08" "Concede o titulo honorifico de cidadao de porto alegre ao senhor juremir machado da silva." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3095" "PROC. 03713/08 - PLL 155/08" "Denomina rua gerbera, o logradouro publico nao-cadastrado, conhecido como acesso quatro - vila castelo, bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3096" "PROC. 03669/08 - PLL 154/08" "Denomina rua darcy de bastos germann o logradouro publico cadastrado, conhecido como rua 7023 - loteamento residencial moradas do sul." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3097" "PROC. 03667/08 - PLL 153/08" "Denomina rua sandra maria machado, o logradouro publico cadastrado, conhecido como rua 4004 - vila orfanatrofio i -, localizado no bairro teresopolis." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3098" "PROC. 03666/08 - PLL 152/08" "Denomina rua ivo vargas o logradouro publico cadastrado, conhecido como rua 4032 - vila orfanotrofio i -, localizado no bairro santa tereza." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3099" "PROC. 03665/08 - PLL 151/08" "Denomina rua luiza santos da silva o logradouro publico cadastrado, conhecido como rua 4005 - vila orfanatrofio i -, localizado no bairro teresopolis." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3100" "PROC. 03630/08 - PLL 150/08" "Denomina rua lirio-do-amazonas o logradouro publico nao-cadastrado, conhecido como rua 1947 - loteamento wenceslau fontoura -, localizado no bairro mario quintana." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3101" "PROC. 03629/08 - PLL 149/08" "Concede o titulo honorifico de cidadao de porto alegre ao senhor milton de oliveira vieira." "Autor
NEUZA CANABARRO
Situação
ARQUIVADO"
"3102" "PROC. 03614/08 - PLL 148/08" "Concede o titulo honorifico de cidadao emerito de porto alegre ao empresario e advogado ennio carlos correa reif." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3103" "PROC. 03613/08 - PLL 147/08" "Estabelece a obrigatoriedade da instalacao de sinal sonoro nos semaforos das principais vias do municipio de porto alegre, destinado a pessoas com deficiencia visual, revoga a lei n. 7902, de 18 de marco de 1997, e da outras providencias." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3104" "PROC. 03612/08 - PLL 146/08" "Altera a ementa e os arts. 1 e 3 da lei n. 7663, de 15 de setembro de 1995, alterada pela lei n. 9405, de 15 de janeiro de 2004, instituindo a obrigatoriedade de colocacao de placas ou adesivos nas paradas de onibus e de lotacoes que disponham de abrigos com espacos publicitarios e especificando-lhes conteudo." "Autor
MAURO ZACHER
Situação
ARQUIVADO ART 108"
"3105" "PROC. 03611/08 - PLL 145/08" "Inclui o ensino de nocoes de etica e cidadania no curriculo de ensino fundamental das escolas publicas municipais e da outras providencias." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3106" "PROC. 03609/08 - PLL 144/08" "Institui o mes dos esportes radicais, a ser realizado anualmente, no mes de outubro, que passa a integrar o calendario oficial de eventos do municipio de porto alegre, e da outras providencias." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3107" "PROC. 03566/08 - PLL 143/08" "Concede o titulo honorifico de cidadao emerito de porto alegre ao senhor claudio pacheco prates lamachia." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO"
"3108" "PROC. 03465/08 - PLL 142/08" "Denomina rua miraguaia o logradouro nao-cadastrado, conhecido como rua vinte dois - vila mapa ii -, localizado no bairro lomba do pinheiro." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3109" "PROC. 03418/08 - PLL 141/08" "Denomina rua delor feijo de bastos o logradouro publico cadastrado, conhecido como rua 7018 - loteamento residencial moradas do sul." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3110" "PROC. 03417/08 - PLL 140/08" "Denomina rua pedro faria o logradouro publico cadastrado, conhecido como rua 7022 - loteamento residencial moradas do sul." "Autor
CLAUDIO SEBENELO
Situação
ARQUIVADO"
"3111" "PROC. 03367/08 - PLL 139/08" "Declara de utilidade publica a associacao dos renais do rio grande do sul - pro-rim." "Autor
JOSE ISMAEL HEINEN
Situação
ARQUIVADO"
"3112" "PROC. 03339/08 - PLL 138/08" "Cria o largo da vida em homenagem as 199 vitimas do voo 2054 da tam no municipio de porto alegre." "Autor
BETO MOESCH
Situação
ARQUIVADO"
"3113" "PROC. 03313/08 - PLL 137/08" "Denomina bairro jardim isabel uma area do territorio urbano do municipio de porto alegre e altera o inc. liii do art. 2 da lei n. 2022, de 7 de dezembro de 1959, e alteracoes posteriores, que da denominacao aos bairros de porto alegre, alterando a delimitacao do bairro ipanema." "Autor
NEREU D'AVILA
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"3114" "PROC. 03258/08 - PLL 136/08" "Inclui no calendario oficial de eventos do municipio de porto alegre o dia de luta contra a ataxia dominante - doenca de machado-joseph -, a ser realizado anualmente, no dia 25 de setembro." "Autor
CARLOS COMASSETTO
Situação
ARQUIVADO"
"3115" "PROC. 03257/08 - PLL 135/08" "Dispoe sobre o comercio de ambulantes itinerantes em eventos e da outras providencias." "Autor
NEUZA CANABARRO
Situação
POR SOLICITACAO"
"3116" "PROC. 03232/08 - PLL 134/08" "Concede o titulo honorifico de cidadao de porto alegre ao senhor martinho jose ferreira (martinho da vila)." "Autor
MARISTELA MAFFEI
Situação
ARQUIVADO"
"3117" "PROC. 03231/08 - PLL 133/08" "Estabelece a classificacao dos motoristas profissionais do sistema de transporte individual de passageiros - taxi - do municipio de porto alegre e da outras providencias." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3118" "PROC. 03224/08 - PLL 132/08" "Concede o titulo honorifico de cidada de porto alegre a senhora elca loudero jarros." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3119" "PROC. 03223/08 - PLL 131/08" "Denomina rua jequitiba rosa, o logradouro nao-cadastrado, conhecido como rua jequitiba rosa, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3120" "PROC. 03222/08 - PLL 130/08" "Denomina rua candido mariano da silva rondon o logradouro nao-cadastrado, conhecido como rua candido mariano da silva, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3121" "PROC. 03221/08 - PLL 129/08" "Denomina rua oito de marco, o logradouro publico nao cadastrado, conhecido como rua oito de marco - bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3122" "PROC. 03220/08 - PLL 128/08" "Denomina rua leste o logradouro nao-cadastrado, conhecido como beco nove - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3123" "PROC. 03219/08 - PLL 127/08" "Denomina rua mes de agosto o logradouro nao-cadastrado, conhecido como rua mes de agosto, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3124" "PROC. 03218/08 - PLL 126/08" "Denomina rua concordia o logradouro nao-cadastrado, conhecido como rua onze - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3125" "PROC. 03121/08 - PLL 125/08" "Proibe a criacao, a manutencao e a alimentacao de pombos domesticos em vias, pracas, predios e locais de acesso publico na zona urbana do municipio de porto alegre e estabelece penalidades para seu descumprimento." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3126" "PROC. 03107/08 - PLL 124/08" "Denomina rua odilom de oliveira o logradouro nao-cadastrado, conhecido como rua c - av. edgar pires de castro -, localizado no bairro restinga." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3127" "PROC. 03072/08 - PLL 123/08" "Cria o programa anti-pichacao e da outras providencias." "Autor
HAROLDO DE SOUZA
Situação
ARQUIVADO"
"3128" "PROC. 03071/08 - PLL 122/08" "Determina a execucao do hino rio-grandense nos jogos de futebol do campeonato gaucho realizados no municipio de porto alegre e da outras providencias." "Autor
HAROLDO DE SOUZA
Situação
ARQUIVADO"
"3129" "PROC. 03065/08 - PLL 121/08" "Denomina rua hugo ramirez o logradouro publico nao-cadastrado, conhecido como rua 3024." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3130" "PROC. 03064/08 - PLL 120/08" "Denomina rua jorge iansen o logradouro nao-cadastrado, conhecido como rua quinze de fevereiro - vila minuano -, localizado no bairro sarandi." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3131" "PROC. 02998/08 - PLL 119/08" "Concede o titulo honorifico de cidadao de porto alegre ao senhor geraldo fulgencio de oliveira filho." "Autor
BERNARDINO VENDRUSCOLO
Situação
ARQUIVADO"
"3132" "PROC. 02937/08 - PLL 118/08" "Cria, no municipio de porto alegre, o programa de gestao de residuos solidos e organicos, destinado aos estabelecimentos que necessitem de licenciamento ambiental para o seu funcionamento, e da outras providencias." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3133" "PROC. 02934/08 - PLL 117/08" "Denomina rua centro social marista o logradouro publico nao-cadastrado, conhecido como acesso h quatro - loteamento wenceslau fontoura -, localizado no bairro mario quintana." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3134" "PROC. 02921/08 - PLL 116/08" "Determina a obrigatoriedade de divulgacao de imagens de pessoas desaparecidas nos sites dos prestadores de servicos municipais e dos orgaos e das entidades da administracao publica direta e indireta do municipio de porto alegre." "Autor
ELOI GUIMARAES
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"3135" "PROC. 02893/08 - PLL 115/08" "Denomina rua saddlebred o logradouro nao-cadastrado, conhecido como rua a - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3136" "PROC. 02867/08 - PLL 114/08" "Denomina rua dr. raphael loro o logradouro publico cadastrado, conhecido como rua 7024 - loteamento residencial moradas do sul." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3137" "PROC. 02866/08 - PLL 113/08" "Denomina rua avelino angelo andreis o logradouro nao-cadastrado, conhecido como beco um - rua marcone -, localizado no bairro partenon." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3138" "PROC. 02864/08 - PLL 112/08" "Denomina rua treze de maio o logradouro nao-cadastrado, conhecido como rua b - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3139" "PROC. 02863/08 - PLL 111/08" "Institui. no municipio de porto alegre, o agendamento telefonico de consultas para pessoas idosas e para pessoas portadoras de deficiencia - ppds - nos postos da rede basica de atendimento do sistema unico de saude - sus - e da outras providencias." "Autor
DR. RAUL
Situação
ARQUIVADO"
"3140" "PROC. 02829/08 - PLL 110/08" "Denomina rua joaquim piquet belmonte o logradouro publico cadastrado, conhecido como rua 3040 - loteamento campos do conde -, localizado no bairro passo das pedras." "Autor
BERNARDINO VENDRUSCOLO
Situação
ARQUIVADO"
"3141" "PROC. 02827/08 - PLL 109/08" "Denomina rua edmundo figueira da silva o logradouro publico parcialmente cadastrado, conhecido como rua 1967, localizado no bairro passo das pedras." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3142" "PROC. 02818/08 - PLL 108/08" "Denomina rua lambari o logradouro nao-cadastrado, conhecido como acesso dois, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3143" "PROC. 02817/08 - PLL 107/08" "Denomina rua jundia o logradouro nao-cadastrado, conhecido como acesso cinco, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3144" "PROC. 02815/08 - PLL 106/08" "Autoriza o executivo municipal a celebrar termo de adocao de proprio municipal situado na avenida padre cacique com o sport club internacional, revoga a lei n. 10400, de 4 de abril de 2008, e da outras providencias." "Autor
BETO MOESCH
Situação
ARQUIVADO"
"3145" "PROC. 02762/08 - PLL 105/08" "Inclui no calendario oficial de eventos do municipio de porto alegre o desfile civico comunitario, a ser realizado anualmente, no mes setembro, no bairro cavalhada, e da outras providencias." "Autor
CARLOS COMASSETTO
Situação
ARQUIVADO"
"3146" "PROC. 02748/08 - PLL 104/08" "Denomina rua wilson luiz de almeida o logradouro publico cadastrado, conhecido como rua 7020 - loteamento residencial moradas do sul." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3147" "PROC. 02747/08 - PLL 103/08" "Denomina rua tio bilia, nome artistico de antonio soares de oliveira, o logradouro publico nao-cadastrado, conhecido como rua 1953 - loteamento wenceslau fontoura -, localizado no bairro mario quintana." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3148" "PROC. 02730/08 - PLL 102/08" "Denomina rua jose oscar alves o logradouro publico cadastrado, conhecido como rua 7021 - loteamento residencial moradas do sul." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3149" "PROC. 02729/08 - PLL 101/08" "Denomina rua campos do conde o logradouro publico cadastrado, conhecido como rua 3038 - loteamento campos do conde -, localizado no bairro passo das pedras." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3150" "PROC. 02728/08 - PLL 100/08" "Denomina rua adalberto severo de moraes o logradouro publico cadastrado, conhecido como rua 3042- loteamento campos do conde -, localizado no bairro passo das pedras." "Autor
JOAO CARLOS NEDEL
Situação
PARA ARQUIVAR"
"3151" "PROC. 02678/08 - PLL 099/08" "Denomina rua appaloosa o logradouro publico nao-cadastrado, conhecido como rua 7146, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3152" "PROC. 02673/08 - PLL 098/08" "Denomina rua sao marcelino champagnat o logradouro publico nao cadastrado, conhecido como acesso h tres - loteamento wenceslau fontoura, no bairro mario quintana." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3153" "PROC. 02660/08 - PLL 097/08" "Denomina rua paint horse o logradouro nao-cadastrado, conhecido como travessa quatro - vila vargas -, localizado no bairro agronomia." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3154" "PROC. 02657/08 - PLL 096/08" "Inclui, no calendario oficial de eventos do municipio de porto alegre, a cavalgada de ogum, realizada anualmente, no dia 23 de abril." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"3155" "PROC. 02644/08 - PLL 095/08" "Concede o titulo honorifico de cidadao de porto alegre a senhora liana mahfuz timm." "Autor
MARGARETE MORAES
Situação
ARQUIVADO"
"3156" "PROC. 02594/08 - PLL 094/08" "Denomina rua pau-brasil o logradouro publico cadastrado, conhecido como rua 5045, localizado no bairro hipica." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"3157" "PROC. 02569/08 - PLL 093/08" "Concede o titulo honorifico de cidadao de porto alegre ao empresario irio piva." "Autor
ALCEU BRASINHA
Situação
ARQUIVADO"
"3158" "PROC. 02568/08 - PLL 092/08" "Denomina rua hunter o logradouro nao-cadastrado, conhecido como rua h - vila vargas -, localizado no bairro agronomia." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3159" "PROC. 02567/08 - PLL 091/08" "Denomina rua morgan o logradouro nao-cadastrado, conhecido como travessa tres - vila vargas -, localizado no bairro agronomia." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3160" "PROC. 02532/08 - PLL 090/08" "Denomina rua das figueiras o logradouro nao-cadastrado, conhecido como rua a - vila fraternidade -, localizado no bairro rubem berta." "Autor
CARLOS TODESCHINI
Situação
ARQUIVADO"
"3161" "PROC. 02531/08 - PLL 089/08" "Institui como area especial de interesse institucional para instalacao de equipamento urbano publico, com base nos artigos 73 e 74 da lei complementar n. 434, de 1 de dezembro de 1999 (pddua), e alteracoes posteriores, a area denominada como terminal alameda, localizada no bairro vila joao pessoa, e da outras providencias." "Autor
ALDACIR OLIBONI
Situação
ARQUIVADO"
"3162" "PROC. 02519/08 - PLL 088/08" "Concede o titulo honorifico de cidadao de porto alegre ao sr. vergilio frederico perius." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"3163" "PROC. 02518/08 - PLL 087/08" "Denomina rua berbere o logradouro nao-cadastrado, conhecido como acesso seis - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3164" "PROC. 02516/08 - PLL 086/08" "Denomina rua sorraia o logradouro nao-cadastrado, conhecido como acesso tres - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3165" "PROC. 02514/08 - PLL 085/08" "Denomina rua quarto de milha o logradouro nao-cadastrado, conhecido como beco oito - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 108"
"3166" "PROC. 02513/08 - PLL 084/08" "Denomina rua paso peruano o logradouro nao-cadastrado, conhecido como beco sete - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
"3167" "PROC. 02512/08 - PLL 083/08" "Denomina rua shagya arabe o logradouro nao-cadastrado, conhecido como rua b - vila castelo -, localizado no bairro restinga." "Autor
MARIA LUIZA
Situação
ARQUIVADO ART 106"
"3168" "PROC. 02498/08 - PLL 082/08" "Denomina rua faustino barreto fernandes o logradouro nao-cadastrado, conhecido como rua h - vila sao vicente martir -, localizado no bairro camaqua." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3169" "PROC. 02497/08 - PLL 081/08" "Denomina rua luiz carlos santos o logradouro nao-cadastrado, conhecido como rua j - vila sao vicente martir -, localizado no bairro camaqua." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3170" "PROC. 02496/08 - PLL 080/08" "Denomina rua cecy chaves machado o logradouro nao-cadastrado, conhecido como rua c - vila sao vicente martir -, localizado no bairro camaqua." "Autor
MAURO ZACHER
Situação
ARQUIVADO"
"3171" "PROC. 02495/08 - PLL 079/08" "Denomina rua cavalo crioulo o logradouro nao-cadastrado, conhecido como travessa a, localizado no bairro sao jose." "Autor
MARIA LUIZA
Situação
ARQUIVADO"
