"tit_projeto" "descricao" "autor_situacao"
P - PARA CONSULTA"
"87" "PROC. 00485/19 - PLL 218/19" "Institui, no Município de Porto Alegre, o Programa Central de Intérpretes da Língua Brasileira de Sinais (Libras) e de Guias Intérpretes para Deficientes Auditivos e Surdocegos." "Autor
Ver. José Freitas
Situação
PARA PARECER"
"88" "PROC. 00482/19 - PLL 217/19" "Denomina Rua Regina Flores de Souza o logradouro público cadastrado conhecido como Rua Quatro – Loteamento dos Ferroviários –, localizado no Bairro Humaitá." "Autor
Ver. Alvoni Medina
Situação
PARA PARECER"
"89" "PROC. 00480/19 - PLL 216/19" "Estabelece espaços reservados para embarque e desembarque de passageiros aos veículos que prestam serviço de transporte motorizado privado e remunerado de passageiros no Município de Porto Alegre nos locais que especifica." "Autor
Ver. Professor Wambert
Situação
PARA PARECER"
"90" "PROC. 00477/19 - PLL 215/19" "Institui campanha permanente de combate à pedofilia e ao abuso e à exploração sexual de crianças e adolescentes." "Autor
Verª. Cláudia Araújo
Situação
PARA PARECER"
"91" "PROC. 00476/19 - PLL 214/19" "Denomina Rua Mirante do Guaíba o logradouro público não cadastrado conhecido como Beco D – Rua São Guilherme, localizado no Bairro Vila São José." "Autor
Ver. Aldacir Oliboni
Situação
PARA PARECER"
"92" "PROC. 00471/19 - PLL 212/19" "DENOMINA RUA MINISTRO RUY ROSADO DE AGUIAR JUNIOR O LOGRADOURO PUBLICO CADASTRADO, CONHECIDO COMO RUA OITO MIL QUARENTA SETE, LOCALIZADO NO BAIRRO CHAPEU DO SOL." "Autor
JOAO CARLOS NEDEL
Situação
P - PARA CONSULTA"
"93" "PROC. 00472/19 - PLL 213/19" "DENOMINA RUA VENUS CATHARINA SOBROZA TONDO O LOGRADOURO PUBLICO CADASTRADO, CONHECIDO COMO RUA OITO MIL QUARENTA CINCO, LOCALIZADO NO BAIRRO CHAPEU DO SOL." "Autor
JOAO CARLOS NEDEL
Situação
P - PARA CONSULTA"
"94" "PROC. 00467/19 - PLL 211/19" "Altera o § 8º do art. 27 da Lei nº 11.582, de 21 de fevereiro de 2014, e alterações posteriores, dispondo sobre a adequação à cor definida como padrão da identidade visual dos veículos que compõem o Serviço Público de Transporte Individual por Táxi no Município de Porto Alegre." "Autor
Ver. José Freitas
Situação
PARA PARECER"
"95" "PROC. 00466/19 - PLL 210/19" "CONCEDE O TITULO DE CIDADA EMERITA DE PORTO ALEGRE A SENHORA RENATA NARCISO DE MEDEIROS." "Autor
Ver. Cláudia Araújo
Situação
P - PARA CONSULTA"
"96" "PROC. 00460/19 - PLL 209/19" "Denomina Rua Dinarte de Oliveira o logradouro não cadastrado conhecido como Rua Onze – Loteamento Liberdade Mário Quintana –, localizado no Bairro Farrapos." "Autor
Ver. Airto Ferronato
Situação
PARA PARECER"
"97" "PROC. 00458/19 - PLL 208/19" "Destina, junto ao Trecho 3 da Orla do Guaíba, espaço para construção de quadra poliesportiva com acessibilidade, adaptada para modalidades paradesportivas e para o lazer de pessoas com deficiência." "Autor
Ver. João Bosco Vaz
Situação
PARA PARECER"
"98" "PROC. 00454/19 - PLL 207/19" "Determina o uso de câmera de vídeo corporal nos uniformes dos agentes de fiscalização de trânsito do Município de Porto Alegre." "Autor
Ver. Professor Wambert
Situação
PARA PARECER"
"99" "PROC. 00450/19 - PLL 206/19" "Proíbe a destinação das vagas de estacionamento em frente a estabelecimentos comerciais para uso exclusivo de seus clientes." "Autor
Ver. Professor Wambert
Situação
PARA PARECER"
"100" "PROC. 00441/19 - PLL 205/19" "Institui o Programa Dia sem Carne, destinado a alertar a população acerca dos riscos do consumo excessivo de carne, no Município de Porto Alegre." "Autor
Ver. Marcelo Sgarbossa
Situação
EM TRAMITACAO"
"101" "PROC. 00404/19 - PLL 187/19" "ESTABELECE A NOTIFICACAO COMPULSORIA DOS CASOS DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER, IDENTIFICADAS NOS ATENDIMENTOS REALIZADOS PELAS EQUIPES DE SAUDE DA FAMILIA DO INSTITUTO MUNICIPAL DE ESTRATEGIA DE SAUDE DA FAMILIA (IMESF)." "Autor
FERNANDA MACHADO
Situação
P - PARA CONSULTA"
"102" "PROC. 00405/19 - PLL 188/19" "Institui como Área Especial de Interesse Recreativo e Desportivo a área conhecida como Campinho do Calixto, localizada na Estrada dos Batillanos, nº 666, Bairro Cascata." "Autor
Ver. Aldacir Oliboni
Situação
PARA PARECER"
"103" "PROC. 00400/19 - PLL 183/19" "Determina que as Unidades de Pronto Atendimento (UPAs) e as Unidades Básicas de Saúde (UBSs) do Município de Porto Alegre forneçam informações sobre os horários de atendimento e os profissionais médicos que atuam naquela unidade." "Autor
Verª. Bernadete Senna
Situação
PARA PARECER"
"104" "PROC. 00397/19 - PLL 180/19" "Extingue 11 (onze) funções gratificadas de Assessor em Revisão de Texto no Quadro dos Cargos em Comissão e Funções Gratificadas da Câmara Municipal de Porto Alegre constante do art. 20 e inclui art. 50-O na Lei nº 5.811, de 8 de dezembro de 1986 – que estabelece o Sistema de Classificação de Cargos e Funções da Câmara Municipal de Porto Alegre e..." "Autor
Mesa Diretora
Situação
POR SOLICITACAO"
"105" "PROC. 00398/19 - PLL 181/19" "Inclui a efeméride Dia Mundial do Empreendedorismo Feminino no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 19 de novembro." "Autor
Verª Fernanda Machado
Situação
PARA COMPOSICAO E REVISAO DA PROPOSICAO"
"106" "PROC. 00399/19 - PLL 182/19" "Estabelece limite para gastos com publicidade e propaganda pelo Poder Público Municipal." "Autor
Ver. Aldacir Oliboni
Situação
PARA PARECER"
"107" "PROC. 00395/19 - PLL 179/19" "Inclui a efeméride Dia D do Voluntariado no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no último sábado de cada mês" "Autor
Verª Fernanda Machado
Situação
PARA COMPOSICAO E REVISAO DA PROPOSICAO"
"108" "PROC. 00392/19 - PLL 178/19" "INSTITUI A POLITICA MUNICIPAL DE SEGURANCA HIDRICA E GESTAO DAS AGUAS E DA OUTRAS PROVIDENCIAS." "Autor
ANDRE CARUS
Situação
P - PARA CONSULTA"
"109" "PROC. 00390/19 - PLL 177/19" "Inclui a efeméride Data Comemorativa ao Dia do Caboclo Ogum das Matas no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 22 de abril." "Autor
Ver. Clàudio Janta
Situação
COM REDACAO FINAL"
"110" "PROC. 00388/19 - PLL 176/19" "extingue uma função gratificada de Chefe de Setor e cria uma função gratificada de Chefe do Setor de Protocolo no Quadro dos Cargos em Comissão e Funções Gratificadas da Câmara Municipal de Porto Alegre constante do art. 20 da Lei nº 5.811, de 8 de dezembro de 1986 – que estabelece o Sistema de Classificação de Cargos e Funções da Câmara..." "Autor
Mesa Diretora
Situação
PARA PARECER"
"111" "PROC. 00385/19 - PLL 174/19" "Institui a campanha Setembro Azul-Marinho no Município de Porto Alegre." "Autor
Ver. Aldacir Oliboni
Situação
PARA PARECER"
"112" "PROC. 00382/19 - PLL 173/19" "Denomina Rua Milton dos Santos Martins o logradouro público cadastrado conhecido como Rua Oito Mil, Oitocentos e Vinte e Sete, localizado no Bairro Restinga." "Autor
Ver. João Carlos Nedel
Situação
COM REDACAO FINAL"
"113" "PROC. 00380/19 - PLL 172/19" "DISPOE SOBRE A LIBERACAO DE ENTRADA DE ANIMAIS DE ESTIMACAO DE PEQUENO PORTE EM HOSPITAIS E CLINICAS QUE ATENDAM PELO SISTEMA UNICO DE SAUDE (SUS) NO MUNICIPIO DE PORTO ALEGRE PARA VISITAS A PACIENTES INTERNADOS E DA OUTRAS PROVIDENCIAS." "Autor
ALDACIR OLIBONI
Situação
P - PARA CONSULTA"
"114" "PROC. 00375/19 - PLL 171/19" "Determina que a limpeza de valos e valetas no Município de Porto Alegre deve ser realizada, anualmente, até o final do mês de abril." "Autor
Ver. Paulinho Motorista
Situação
PARA PARECER"
"115" "PROC. 00371/19 - PLL 170/19" "Altera o art. 21, inclui art. 17-A e revoga o art. 12 e seus §§ 1º e 2º, todos na Lei nº 10.847, de 9 de março de 2010 – que Institui o Plano Integrado de Gerenciamento de Resíduos da Construção Civil do Município de Porto Alegre, estabelece as diretrizes, os critérios e os procedimentos para a gestão dos Resíduos da Construção Civil (RCCs) e dá..." "Autor
Ver. Moisés Barboza
Situação
PARA PARECER"
"116" "PROC. 00360/19 - PLL 165/19" "Revoga a Lei nº 8.203, de 10 de setembro de 1998 – que dispõe sobre a abertura de shows internacionais que ocorrerem no Município de Porto Alegre." "Autor
Ver. Felipe Camozzato
Situação
PARA PARECER"
"117" "PROC. 00361/19 - PLL 166/19" "Revoga as Leis que especifica." "Autor
Ver. Felipe Camozzato e Outros
Situação
PARA COMPOSICAO E REVISAO DA PROPOSICAO"
"118" "PROC. 00362/19 - PLL 167/19" "Revoga as leis que especifica, por revogação tácita ou por desuso no tempo." "Autor
Ver. Felipe Camozzato e outros
Situação
PARA COMPOSICAO E REVISAO DA PROPOSICAO"
"119" "PROC. 00363/19 - PLL 168/19" "Revoga a Lei nº 1.436, de 20 de julho de 1955 – que institui passagens escolares nos serviços de transporte coletivo explorados ou concedidos pelo Município –, e a Lei nº 1.775, de 20 de agosto de 1957 – que estende os benefícios da Lei nº 1.436, de 1955, aos professores." "Autor
Ver. Felipe Camozzato e outros
Situação
EM TRAMITACAO"
"120" "PROC. 00365/19 - PLL 169/19" "Revoga a Lei nº 3.032, de 16 de junho de 1967 – que dispõe sobre contagem de passageiros em veículos de transporte coletivo –, a Lei nº 7.543, de 6 de dezembro de 1994 – que determina o plantio de árvores frutíferas nas escolas e dá outras providências –, e a Lei nº 7.849, de 17 de setembro de 1996 – que inclui dentre os pontos turísticos de..." "Autor
Ver. Felipe Camozzato e outros
Situação
PARA PARECER"
"121" "PROC. 00354/19 - PLL 164/19" "Altera o caput e revoga o § 2º do art. 22 da Lei nº 12.003, de 27 de janeiro de 2016 – que institui a Central de Conciliação e dá outras providências –, modificando critérios para a compensação de débitos inscritos na dívida ativa do Município de Porto Alegre." "Autor
Ver. Felipe Camozzato
Situação
PARA PARECER"
"122" "PROC. 00350/19 - PLL 163/19" "Cria o Programa de Recuperação da Memória de Porto Alegre (Prempoa) e dá outras providências." "Autor
Ver. Mônica Leal
Situação
PARA PARECER"
"123" "PROC. 00346/19 - PLL 163/19" "DENOMINA DR. OSWALDO DE LIA PIRES A ROTULA LOCALIZADA NA CONFLUENCIA DAS AVENIDAS EDVALDO PEREIRA PAIVA, AUGUSTO DE CARVALHO E AURELIANO DE FIGUEIREDO PINTO, BAIRRO PRAIA DE BELAS LOMBA DO PINEIRO." "Autor
MARCIO BINS ELY
Situação
EM TRAMITACAO"
"124" "PROC. 00342/19 - PLL 162/19" "CONCEDE O TITULO DE CIDADAO DE PORTO ALEGRE AO CORONEL MARIO YUKIO IKEDA." "Autor
MESA DIRETORA
Situação
EM TRAMITACAO"
"125" "PROC. 00339/19 - PLL 161/19" "Denomina Rua Park Plaza o logradouro público não cadastrado conhecido como Rua Dois Mil, Setecentos e Dezesseis, localizado no Bairro Jardim Carvalho." "Autor
Verª Lourdes Sprenger
Situação
AGUARDANDO SANCAO"
"126" "PROC. 00337/19 - PLL 160/19" "CONCEDE O TITULO DE CIDADAO EMERITO DE PORTO ALEGRE AO SENHOR OSMAR GASPARINI TERRA." "Autor
ANDRE CARUS
Situação
EM TRAMITACAO"
"127" "PROC. 00336/19 - PLL 159/19" "Inclui a efeméride Dia Municipal de Conscientização do Uso da Cannabis Medicinal no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 27 de novembro." "Autor
Ver. Paulo Brum
Situação
PARA PARECER"
"128" "PROC. 00333/19 - PLL 158/19" "Cria gratificação especial devida ao servidor efetivo designado para atuar como sindicante, como integrante de comissão de sindicância ou em inquérito administrativo." "Autor
Mesa Diretora
Situação
COM PARECER"
"129" "PROC. 00329/19 - PLL 157/19" "Inclui art. 4º-A na Lei nº 6.091, de 14 de janeiro de 1988, e alterações posteriores, estabelecendo que os veículos utilizados no serviço de transporte escolar deverão ser identificados por pintura externa na cor branca." "Autor
Ver. Professor Wambert
Situação
PARA PARECER"
"130" "PROC. 00328/19 - PLL 156/19" "Estabelece normas para a prestação do serviço de utilidade pública de Linha Turismo no Município de Porto Alegre, inclui inc. VIII no caput do art. 3º da Lei nº 11.182, de 28 de dezembro de 2011 – que Institui a Taxa de Vistoria Veicular e a Taxa de Expedição de Identidade de Condutor do Transporte Público de Passageiros –, dispondo sobre a..." "Autor
Ver. Ricardo Gomes e Ver. João Carlos Nedel
Situação
ORDEM DO DIA"
"131" "PROC. 00327/19 - PLL 155/19" "ALTERA A LEI 7.855 DE 25 DE SETEMBRO DE 1996, PARA INCLUIR EM SEU ARTIGO 2º O INCISO XVII CONTENDO A COMISSAO GAUCHA DE FOLCLORE - CGF, NOS SEGUINTES TERMOS:" "Autor
AIRTO FERRONATO
Situação
EM TRAMITACAO"
"132" "PROC. 00326/19 - PLL 154/19" "Altera a al. g e inclui al. h no inc. III do caput do art. 9º da Lei nº 12.518, de 13 de março de 2019, incluindo canteiros, muretas e estruturas análogas no rol dos elementos do mobiliário urbano do Município de Porto Alegre referentes à ornamentação da paisagem e à ambientação urbana." "Autor
Ver. André Carús
Situação
PARA PARECER"
"133" "PROC. 00323/19 - PLL 152/19" "Cria o Programa de Aproveitamento de Podas de Árvores no Município de Porto Alegre." "Autor
Verª. Mônica Leal
Situação
PARA PARECER"
"134" "PROC. 00324/19 - PLL 153/19" "Institui o Programa Municipal Jardins Comunitários (PMJC) e dá outras providências." "Autor
Ver. Mônica Leal
Situação
PARA PARECER"
"135" "PROC. 00322/19 - PLL 151/19" "Inclui a efeméride Dia de Conscientização e Prevenção ao Feminicídio no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 8 de agosto." "Autor
Ver. Airto Ferronato
Situação
PARA PARECER"
"136" "PROC. 00321/19 - PLL 150/19" "Destina os valores de multas aplicadas por descumprimento judicial oriundos do Fundo de Defesa dos Direitos Difusos (FDD) à Secretaria Municipal de Vigilância Sanitária." "Autor
Ver. Lourdes Sprenger
Situação
PARA PARECER"
"137" "PROC. 00319/19 - PLL 148/19" "Estabelece, ao adquirente de espaço a ser utilizado para fins de construção, o dever de preservar o meio ambiente e a fauna local da área adquirida." "Autor
Ver. ª Lourdes Sprenger e Ver Márcio Bins Ely
Situação
PARA PARECER"
"138" "PROC. 00320/19 - PLL 149/19" "Assegura o direito à utilização de espaços públicos e privados, por pessoas físicas e jurídicas, para o desenvolvimento de atividades de agricultura urbana." "Autor
Ver. Moisés Barboza
Situação
PARA PARECER"
"139" "PROC. 00316/19 - PLL 147/19" "Determina a inclusão de conteúdo curricular acerca das diretrizes da proteção, dos direitos e do bem-estar animal, como tema transversal, nas disciplinas ofertadas na rede municipal de ensino." "Autor
Ver.ª Lourdes Sprenger
Situação
PARA PARECER"
"140" "PROC. 00315/19 - PLL 146/19" "Permite a circulação de veículos destinados ao transporte escolar nas faixas exclusivas para o tráfego de ônibus – faixa azul – no Município de Porto Alegre." "Autor
Ver. Professor Wambert
Situação
PARA PARECER"
"141" "PROC. 00310/19 - PLL 143/19" "CONCEDE O TITULO DE CIDADAO DE PORTO ALEGRE AO CORONEL MARIO YUKIO IKEDA." "Autor
MONICA LEAL
Situação
EM TRAMITACAO"
"142" "PROC. 00311/19 - PLL 144/19" "Obriga o Departamento Municipal de Água e Esgotos (DMAE) a instalar, por solicitação do consumidor, em caráter transitório ou definitivo, equipamento eliminador de ar na tubulação de abastecimento de água que antecede o hidrômetro de seu imóvel." "Autor
Ver. Prof. Alex Fraga
Situação
PARA PARECER"
"143" "PROC. 00309/19 - PLL 142/19" "Altera o § 1º do art. 12 e inclui inc. IV no caput do art. 10 e inc. V no caput do art. 12, todos da Lei nº 8.267, de 29 de dezembro de 1998 – que dispõe sobre o licenciamento ambiental no Município de Porto Alegre, cria a Taxa de Licenciamento Ambiental e dá outras providências –, e alterações posteriores, dispondo sobre a Licença de Adesão e..." "Autor
Ver. Moisés Barboza
Situação
PARA PARECER"
"144" "PROC. 00308/19 - PLL 141/19" "Tomba o imóvel localizado na Rua General João Telles, 317, Bairro Bom Fim, sede da Sociedade Italiana do Rio Grande do Sul." "Autor
Ver. Márcio Bins Ely
Situação
COM PARECER"
"145" "PROC. 00307/19 - PLL 140/19" "Denomina Rua Rosa Ana da Silva Filha o logradouro não cadastrado conhecido como Beco Um – Rua João Locatelli Da Silva –, localizado no Bairro Vila Nova." "Autor
Ver. Márcio Bins Ely
Situação
COM REDACAO FINAL"
"146" "PROC. 00306/19 - PLL 139/19" "Denomina Rua Oly Fachin o logradouro não cadastrado conhecido como Rua Seiscentos e Noventa e Sete, localizado no Bairro Farrapos." "Autor
Ver. João Carlos Nedel e outros
Situação
PARA PARECER"
"147" "PROC. 00301/19 - PLL 138/19" "Declara o folclore português como Patrimônio Histórico e Cultural de Natureza Imaterial do Município de Porto Alegre e dá outras providências." "Autor
Ver. Mauro Pinheiro
Situação
EM TRAMITACAO"
"148" "PROC. 00297/19 - PLL 137/19" "Denomina Praça Fabiano Dutra o logradouro público não cadastrado conhecido como Praça Dois Mil, Cento e Trinta e Quatro, localizado no Bairro Farrapos." "Autor
Ver. Airto Ferronato
Situação
AGUARDANDO SANCAO"
"149" "PROC. 00296/19 - PLL 136/19" "Concede o título de Cidadão de Porto Alegre ao General de Exército Geraldo Antonio Miotto, Comandante Militar do Sul." "Autor
Ver. ª Mônica Leal
Situação
AGUARDANDO SANCAO"
"150" "PROC. 00294/19 - PLL 135/19" "Inclui a efeméride Semana Municipal de Adoção, Proteção e Bem-Estar dos Animais no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, na semana que incluir o dia 4 de outubro." "Autor
Verª. Lourdes Sprenger
Situação
PARA PARECER"
"151" "PROC. 00287/19 - PLL 134/19" "Altera o inc. XXXII do caput do art. 51 da Lei nº 8.279, de 20 de janeiro de 1999 – que disciplina o uso do mobiliário urbano e veículos publicitários no Município e dá outras providências –, e alterações posteriores, proibindo a colocação ou a fixação de veículos de divulgação que estimulem a misoginia, o estupro e a violência sexual, física,..." "Autor
Ver. Aldacir Oliboni
Situação
ORDEM DO DIA"
"152" "PROC. 00286/19 - PLL 133/19" "Inclui a efeméride Dia do Teatro Acessível no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 19 de setembro." "Autor
Ver. Clàudio Janta
Situação
AGUARDANDO SANCAO"
"153" "PROC. 00283/19 - PLL 132/19" "Institui a campanha Junho Violeta – Violetas contra a violência – e inclui a efeméride Mês de Conscientização da Violência contra a Pessoa Idosa – Junho Violeta – no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no mês de junho." "Autor
Ver. Alvoni Medina
Situação
PARA PARECER"
"154" "PROC. 00282/19 - PLL 131/19" "Concede o título de Cidadão de Porto Alegre ao senhor Ciro Ferreira Gomes." "Autor
Ver. Mauro Zacher
Situação
COM REDACAO FINAL"
"155" "PROC. 00281/19 - PLL 130/19" "Denomina Rua Odete Baum Machado o logradouro não cadastrado conhecido como Rua Três – Loteamento Liberdade Mário Quintana –, localizado no Bairro Farrapos." "Autor
Ver. João Carlos Nedel
Situação
PARA PARECER"
"156" "PROC. 00279/19 - PLL 129/19" "CONCEDE O TITULO DE CIDADAO DE PORTO ALEGRE AO CORONEL MARIO YUKIO IKEDA." "Autor
MONICA LEAL
Situação
EM TRAMITACAO"
"157" "PROC. 00278/19 - PLL 128/19" "DISPOE SOBRE A IMPLEMENTACAO DE ATIVIDADES COM FINS EDUCATIVOS PARA REPARAR DANOS CAUSADOS NO AMBIENTE ESCOLAR DA REDE PUBLICA MUNICIPAL DE PORTO ALEGRE E DA OUTRAS PROVIDENCIAS." "Autor
MARCIO BINS ELY
Situação
EM TRAMITACAO"
"158" "PROC. 00276/19 - PLL 126/19" "Obriga as concessionárias de veículos automotores a compensar a emissão de dióxido de carbono (CO2) por meio do plantio de árvores nativas." "Autor
Ver. Marcelo Sgarbossa
Situação
COM PARECER"
"159" "PROC. 00277/19 - PLL 127/19" "Inclui as efemérides Dia e Semana da Conscientização sobre as Doenças Crônicas no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no dia 10 de dezembro e na semana que incluir o dia 10 de dezembro, respectivamente." "Autor
Ver. Márcio Bins Ely
Situação
PARA PARECER"
"160" "PROC. 00274/19 - PLL 125/19" "PROIBE A COMERCIALIZACAO DE BEBIDAS ALCOOLICAS EM BARES OU SIMILARES E NO COMERCIO AMBULANTE E INFORMAL, LOCALIZADOS NO INTERIOR E EM UM RAIO DE 500M (QUINHENTOS METROS) DE ESTADIOS DE FUTEBOL, GINASIOS E PRACAS DESPORTIVAS NO MUNICIPIO DE PORTO ALEGRE." "Autor
MONICA LEAL
Situação
EM TRAMITACAO"
"161" "PROC. 00266/19 - PLL 124/19" "Denomina Rua Tapir Rocha o logradouro não cadastrado conhecido como Rua K – Vila Esmeralda –, localizado no Bairro Lomba do Pinheiro." "Autor
Ver. Cassiá Carpes
Situação
AGUARDANDO SANCAO"
"162" "PROC. 00263/19 - PLL 123/19" "Inclui a efeméride Campanha do Agasalho Iom Mitsvah no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no primeiro domingo do mês de junho." "Autor
Ver. Valter Nagelstein
Situação
AGUARDANDO SANCAO"
"163" "PROC. 00259/19 - PLL 122/19" "Inclui as efemérides Mês, Dia e Semana do Teste do Pezinho no Anexo da Lei nº 10.904, de 31 de maio de 2010 – Calendário de Datas Comemorativas e de Conscientização do Município de Porto Alegre –, e alterações posteriores, no mês de junho, no dia 6 de junho e na semana que incluir o dia 6 de junho, respectivamente." "Autor
Ver. Márcio Bins Ely
